family,metric,arm,tier,phase,absolute_class,absolute_dominance,progress_class,progress_dominance,alignment_class,alignment_dominance,unsafe_for_depth_claims,alignment_supports_schedule_attribution,absolute_warm_n,absolute_warm_effect,absolute_warm_effect_rel,absolute_warm_seed_sd,absolute_warm_seed_rel,absolute_warm_seed_multiple,absolute_warm_outside_fraction,absolute_warm_signed_rel,absolute_warm_baseline,absolute_warm_detectable,absolute_post_n,absolute_post_effect,absolute_post_effect_rel,absolute_post_seed_sd,absolute_post_seed_rel,absolute_post_seed_multiple,absolute_post_outside_fraction,absolute_post_signed_rel,absolute_post_baseline,absolute_post_detectable,progress_warm_n,progress_warm_effect,progress_warm_effect_rel,progress_warm_seed_sd,progress_warm_seed_rel,progress_warm_seed_multiple,progress_warm_outside_fraction,progress_warm_signed_rel,progress_warm_baseline,progress_warm_detectable,progress_post_n,progress_post_effect,progress_post_effect_rel,progress_post_seed_sd,progress_post_seed_rel,progress_post_seed_multiple,progress_post_outside_fraction,progress_post_signed_rel,progress_post_baseline,progress_post_detectable,alignment_warm_n,alignment_warm_effect,alignment_warm_effect_rel,alignment_warm_seed_sd,alignment_warm_seed_rel,alignment_warm_seed_multiple,alignment_warm_outside_fraction,alignment_warm_signed_rel,alignment_warm_baseline,alignment_warm_detectable,alignment_post_n,alignment_post_effect,alignment_post_effect_rel,alignment_post_seed_sd,alignment_post_seed_rel,alignment_post_seed_multiple,alignment_post_outside_fraction,alignment_post_signed_rel,alignment_post_baseline,alignment_post_detectable
probe/logit_margin_mean,probe/logit_margin_mean,none,periodic,post_update,warmup-dominated,4.741419532,warmup-dominated,2.458044958,warmup-dominated,3.828643545,True,True,4,0.07079150052,0.09034864925,0.01678344696,0.02142011048,4.217935726,0.5,-0.08209708295,0.7835368997,True,21,0.02602847781,0.01905518983,0.02293574761,0.0167910328,1.134843226,0.4761904762,0.008338820114,1.365952165,False,4,0.1602260712,0.2044907793,0.01678344696,0.02142011048,9.546672484,1,0.2044907793,0.7835368997,True,21,0.1136369056,0.08319244878,0.02293574761,0.0167910328,4.954576039,1,0.08319244878,1.365952165,True,4,0.2245521651,0.2865878623,0.01678344696,0.02142011048,13.37938301,0,-0.2865878623,0.7835368997,True,21,0.1022464762,0.07485362867,0.02293574761,0.0167910328,4.45795262,0,-0.07485362867,1.365952165,True
probe/logit_max_postcap,probe/logit_max_postcap,none,periodic,post_update,warmup-dominated,109.4691544,warmup-dominated,4.655572741,warmup-dominated,314.7171789,True,True,4,2.13158693,0.1907438659,0.02891887546,0.002587789419,73.70919153,0.75,-0.1893678523,11.17512702,True,21,0.02600357551,0.001742443952,0.01755551109,0.001176357232,1.481220078,0.5238095238,0.001072190099,14.92362236,False,4,0.1088075838,0.009736585868,0.02891887546,0.002587789419,3.762510889,1,0.009736585868,11.17512702,True,21,0.03121101069,0.002091383039,0.01755551109,0.001176357232,1.777846884,0.6666666667,0.001145281195,14.92362236,False,4,2.225017387,0.1991044382,0.02891887546,0.002587789419,76.9399692,0,-0.1991044382,11.17512702,True,21,0.009441364008,0.0006326455991,0.01755551109,0.001176357232,0.5378005778,0,-7.3091096e-05,14.92362236,False
probe/logit_max_precap,probe/logit_max_precap,none,periodic,post_update,warmup-dominated,2.175597016,warmup-dominated,2.162849147,warmup-dominated,10.01582523,True,True,4,3.879678797,0.1292227229,0.9860067367,0.03284150107,3.934738631,0.5,-0.1129448736,30.02319336,True,21,2.706073633,0.05939644243,1.748957469,0.03838840538,1.547249536,0.4761904762,0.02532081991,45.55952381,False,4,5.004181549,0.1666771915,0.9860067367,0.03284150107,5.075200161,1,0.1666771915,30.02319336,True,21,3.510986185,0.07706371558,1.748957469,0.03838840538,2.007473736,0.619047619,0.03062733276,45.55952381,False,4,8.395147328,0.2796220651,0.9860067367,0.03284150107,8.514290031,0,-0.2796220651,30.02319336,True,21,1.271931952,0.02791802559,1.748957469,0.03838840538,0.7272515051,0,-0.005306512854,45.55952381,False
probe/logit_saturation_fraction,probe/logit_saturation_fraction,none,periodic,post_update,warmup-dominated,2.762802537,uniformly different,0.8183609467,uniformly different,0.2612206719,True,False,4,3.973772335e-07,1.083289256,4.773580644e-08,0.1301324834,8.324510742,0.75,1.083289256,3.668246791e-07,True,21,0.0001048839767,0.3920979662,5.249681658e-05,0.1962539527,1.99791118,0.619047619,-0.391510091,0.0002674943147,False,4,6.388025617e-07,1.741438344,4.773580644e-08,0.1301324834,13.38204189,1,1.741438344,3.668246791e-07,True,21,0.0005692168697,2.127958759,5.249681658e-05,0.1962539527,10.84288357,1,2.127958759,0.0002674943147,True,4,2.414253282e-07,0.6581490885,4.773580644e-08,0.1301324834,5.057531152,0,-0.6581490885,3.668246791e-07,True,21,0.0006739556181,2.519513803,5.249681658e-05,0.1962539527,12.83802832,0,-2.519468849,0.0002674943147,True
probe/logit_softcap_equiv_err,probe/logit_softcap_equiv_err,none,periodic,post_update,not different,1,not different,1,not different,1,False,False,4,0,,0,,0,0,,0,False,21,0,,0,,0,0,,0,False,4,0,,0,,0,0,,0,False,21,0,,0,,0,0,,0,False,4,0,,0,,0,0,,0,False,21,0,,0,,0,0,,0,False
probe/logit_z_loss,probe/logit_z_loss,none,periodic,post_update,uniformly different,0.5762090138,warmup-dominated,3.759086119,warmup-dominated,2.46860996,True,True,4,5.466557556,0.03254463488,1.470181032,0.008752584125,3.718288726,1,0.001747674057,167.9710827,True,21,10.70638588,0.05648060703,1.390207864,0.007333920612,7.701284214,1,0.05648060703,189.5586192,True,4,13.04400204,0.077656236,1.470181032,0.008752584125,8.872378133,1,0.077656236,167.9710827,True,21,3.915954144,0.02065827532,1.390207864,0.007333920612,2.816811964,0.7619047619,0.02003004612,189.5586192,False,4,15.27886735,0.09096129588,1.470181032,0.008752584125,10.39250747,0,-0.07590856194,167.9710827,True,21,6.984699052,0.03684717204,1.390207864,0.007333920612,5.024212013,0,0.03645056091,189.5586192,True
probe/loss,probe/loss,none,periodic,post_update,warmup-dominated,6.926877849,uniformly different,1.064576797,warmup-dominated,3.090351189,True,True,4,0.727324302,0.1298892129,0.02454734771,0.004383788173,29.62944554,1,0.1249474053,5.599574327,True,21,0.05797440552,0.01875148021,0.004186429255,0.0013540759,13.84817514,1,-0.01154742395,3.09172422,True,4,0.4726892277,0.0844152073,0.02454734771,0.004383788173,19.25622406,1,-0.0844152073,5.599574327,True,21,0.2451570818,0.07929461504,0.004186429255,0.0013540759,58.55994856,1,-0.07929461504,3.09172422,True,4,1.17234151,0.2093626126,0.02454734771,0.004383788173,47.75837799,0,0.2093626126,5.599574327,True,21,0.2094556315,0.06774719109,0.004186429255,0.0013540759,50.0320485,0,0.06774719109,3.09172422,True
probe/mlp_out_norm,probe/mlp_out_norm,none,periodic,post_update,uniformly different,0.3851671902,uniformly different,1.019863287,warmup-dominated,2.186719509,False,False,4,2822.052379,0.467550463,1337.615757,0.2216127777,2.10976311,0.75,0.02211788658,6035.824155,False,21,25231.61486,1.213889643,1092.466952,0.05255844009,23.0959983,1,1.213889643,20785.75677,True,4,8411.820138,1.393648973,1337.615757,0.2216127777,6.288667054,0.75,1.339733923,6035.824155,True,21,28403.85467,1.366505679,1092.466952,0.05255844009,25.99973814,1,1.366505679,20785.75677,True,4,7952.898698,1.317616036,1337.615757,0.2216127777,5.945577913,0,-1.317616036,6035.824155,True,21,12524.53564,0.602553748,1092.466952,0.05255844009,11.46445266,0,-0.152616036,20785.75677,True
probe/mlp_out_stats_mean,probe/mlp_out_stats_mean,none,periodic,post_update,not different,0.1705887175,not different,0.5210966922,not different,0.2981470649,False,False,4,0.002341546576,0.8859981339,0.01057717119,4.002206932,0.2213773923,0,0.713333916,0.002642834659,False,21,0.01755366807,5.193767483,0.05535108543,16.37724187,0.3171332222,0,4.90134866,0.003379756242,False,4,0.006106692493,2.310660061,0.01057717119,4.002206932,0.5773464741,0,2.310660061,0.002642834659,False,21,0.01498660015,4.434225155,0.05535108543,16.37724187,0.2707553074,0,1.060543112,0.003379756242,False,4,0.004221468896,1.597326145,0.01057717119,4.002206932,0.3991113333,0,-1.597326145,0.002642834659,False,21,0.01810708085,5.357510881,0.05535108543,16.37724187,0.3271314502,0,3.840805549,0.003379756242,False
probe/mlp_out_stats_rms,probe/mlp_out_stats_rms,none,periodic,post_update,uniformly different,0.4104079584,uniformly different,1.122951317,warmup-dominated,2.186719309,False,False,4,0.4529506981,0.3764609436,0.2666403072,0.2216127761,1.698733035,0.75,-0.1148199662,1.203181116,False,21,3.800707221,0.9172847064,0.2177723656,0.05255844475,17.45266076,1,0.9172847064,4.143432453,True,4,1.417931861,1.178485801,0.2666403072,0.2216127761,5.317770132,0.75,1.026269004,1.203181116,True,21,4.348341945,1.049454044,0.2177723656,0.05255844475,19.9673725,1,1.049454044,4.143432453,True,4,1.372936701,1.141088971,0.2666403072,0.2216127761,5.149021599,0,-1.141088971,1.203181116,True,21,2.162154536,0.5218269058,0.2177723656,0.05255844475,9.928507364,0,-0.132169338,4.143432453,True
probe/mlp_out_stats_std,probe/mlp_out_stats_std,none,periodic,post_update,uniformly different,0.4104000154,uniformly different,1.122791761,warmup-dominated,2.186268805,False,False,4,0.4529341731,0.3764507899,0.2665825079,0.2215668449,1.699039358,0.75,-0.1148296679,1.203169671,False,21,3.800409865,0.9172777187,0.2176650858,0.05253626331,17.45989648,1,0.9172777187,4.143139845,True,4,1.417712065,1.17831433,0.2665825079,0.2215668449,5.318098611,0.75,1.026097435,1.203169671,True,21,4.348020014,1.04945046,0.2176650858,0.05253626331,19.97573473,1,1.04945046,4.143139845,True,4,1.372728887,1.140927102,0.2665825079,0.2215668449,5.149358439,0,-1.140927102,1.203169671,True,21,2.162140597,0.5218603952,0.2176650858,0.05253626331,9.933336753,0,-0.1321727409,4.143139845,True
probe/mlp_residual_ratio,probe/mlp_residual_ratio,none,periodic,post_update,uniformly different,0.6646555059,warmup-dominated,4.421637388,warmup-dominated,3.517867973,True,True,4,0.02485270643,0.2037056017,0.006451508048,0.05287988787,3.852232105,0.75,-0.1764512197,0.1220030584,True,21,0.173316647,0.3064829824,0.01843001004,0.03259054765,9.404045177,1,-0.3064829824,0.5655016981,True,4,0.06152882011,0.5043219482,0.006451508048,0.05287988787,9.537122119,1,0.5043219482,0.1220030584,True,21,0.06449984317,0.1140577356,0.01843001004,0.03259054765,3.499718288,0.8095238095,-0.1129643021,0.5655016981,True,4,0.08305640857,0.6807731679,0.006451508048,0.05287988787,12.87395256,0,-0.6807731679,0.1220030584,True,21,0.1094351423,0.1935186804,0.01843001004,0.03259054765,5.937877524,0,-0.1935186804,0.5655016981,True
probe/relu2_sparsity,probe/relu2_sparsity,none,periodic,post_update,uniformly different,0.9533878702,warmup-dominated,4.223746889,warmup-dominated,6.853410356,True,True,4,0.03338952952,0.05798446751,0.01393859694,0.02420585533,2.395472778,0.75,0.05798446751,0.5758357532,False,21,0.05061461003,0.06081938875,0.003698634425,0.004444342944,13.68467499,1,0.06081938875,0.8322117513,True,4,0.1383686342,0.2402918426,0.01393859694,0.02420585533,9.927013085,1,0.2402918426,0.5758357532,True,21,0.04734509439,0.05689068235,0.003698634425,0.004444342944,12.80069586,1,0.05689068235,0.8322117513,True,4,0.1049791046,0.1823073751,0.01393859694,0.02420585533,7.531540307,0,-0.1823073751,0.5758357532,True,21,0.02213764126,0.02660097172,0.003698634425,0.004444342944,5.985355327,0,0.003928706402,0.8322117513,True
probe/resid_contribution_ratio,probe/resid_contribution_ratio,none,periodic,post_update,uniformly different,1.377851841,uniformly different,1.163583201,not different,0.4810888237,False,False,4,0.02030100823,0.02125921285,0.007401349089,0.007750691681,2.742879439,0.75,0.02125921285,0.9549275592,False,21,0.01490299935,0.01542924443,0.004381616308,0.00453633711,3.401256136,1,0.01542924443,0.9658930105,True,4,0.02083285402,0.02181616168,0.007401349089,0.007750691681,2.814737391,0.75,0.02181616168,0.9549275592,False,21,0.01810964447,0.01874912052,0.004381616308,0.00453633711,4.133096829,1,0.01874912052,0.9658930105,True,4,0.001525167597,0.001597155284,0.007401349089,0.007750691681,0.2060661616,0,-0.0005569488309,0.9549275592,False,21,0.003206645114,0.003319876093,0.004381616308,0.00453633711,0.7318406928,0,-0.003319876093,0.9658930105,False
probe/resid_term_norm,probe/resid_term_norm,none,periodic,post_update,uniformly different,0.3535989893,uniformly different,0.5016812794,uniformly different,0.2862026726,False,False,4,40270.7299,0.6805825799,17120.63951,0.2893418877,2.352174396,0.75,-0.1842211318,59170.96777,False,21,76526.264,1.924729992,773.2579253,0.01944839122,98.96602607,1,1.924729992,39759.48019,True,4,45846.95818,0.7748218409,17120.63951,0.2893418877,2.677876498,1,0.06449111135,59170.96777,False,21,61406.54415,1.544450377,773.2579253,0.01944839122,79.41275755,1,1.544450377,39759.48019,True,4,14716.54412,0.2487122432,17120.63951,0.2893418877,0.8595791129,0,-0.2487122432,59170.96777,False,21,34551.28289,0.8690074096,773.2579253,0.01944839122,44.68274008,0,0.3802796157,39759.48019,True
probe/residual_mix_equiv_err,probe/residual_mix_equiv_err,none,periodic,post_update,not different,1,not different,1,not different,1,False,False,4,0,,0,,0,0,,0,False,21,0,,0,,0,0,,0,False,4,0,,0,,0,0,,0,False,21,0,,0,,0,0,,0,False,4,0,,0,,0,0,,0,False,21,0,,0,,0,0,,0,False
probe/ve_contribution_ratio,probe/ve_contribution_ratio,none,periodic,post_update,uniformly different,1.913778874,uniformly different,1.016652024,uniformly different,1.807761576,False,False,4,0.8856853832,0.3240883322,0.09920850028,0.03630218812,8.927515089,1,-0.3240883322,2.732851803,True,21,0.326264166,0.169344712,0.09527620026,0.0494523223,3.42440363,1,-0.169344712,1.926627423,True,4,0.9224734293,0.337549745,0.09920850028,0.03630218812,9.298330553,1,-0.3124013542,2.732851803,True,21,0.6396806183,0.3320209247,0.09527620026,0.0494523223,6.713960219,1,-0.3320209247,1.926627423,True,4,0.8036765297,0.2940798066,0.09920850028,0.03630218812,8.100883769,0,-0.01168697808,2.732851803,True,21,0.3134164523,0.1626762127,0.09527620026,0.0494523223,3.289556589,0,0.1626762127,1.926627423,True
probe/ve_gate_mean,probe/ve_gate_mean,none,periodic,post_update,uniformly different,1.256132079,uniformly different,0.8959735224,uniformly different,0.4565681089,False,False,4,0.2082427918,0.1114367193,0.0442690143,0.02368962536,4.704030462,0.5,-0.05419798818,1.868708923,True,21,0.1277497822,0.08871417363,0.02193835197,0.015234803,5.823125748,1,0.08871417363,1.440015468,True,4,0.1850050203,0.09900151809,0.0442690143,0.02368962536,4.179108643,0.75,-0.0679160844,1.868708923,True,21,0.1591159938,0.110496031,0.02193835197,0.015234803,7.252869037,0.9523809524,-0.0975315976,1.440015468,True,4,0.1589035695,0.08503387956,0.0442690143,0.02368962536,3.589498706,0,0.01371809622,1.868708923,True,21,0.2681967914,0.1862457712,0.02193835197,0.015234803,12.22501999,0,0.1862457712,1.440015468,True
probe/ve_gate_rms,probe/ve_gate_rms,none,periodic,post_update,uniformly different,1.023233862,uniformly different,1.732854349,uniformly different,0.5627431819,False,False,4,0.22139556,0.1131492322,0.05143497191,0.02628701127,4.304377971,0.5,-0.05326027182,1.95666869,True,21,0.1816285067,0.1105800311,0.02684777573,0.01634560525,6.765123062,1,0.1105800311,1.642507286,True,4,0.172542204,0.08818161446,0.05143497191,0.02628701127,3.354569811,0.75,-0.04420681077,1.95666869,True,21,0.08358402674,0.0508880706,0.02684777573,0.01634560525,3.113257038,0.9047619048,-0.02454738178,1.642507286,True,4,0.1508772856,0.07710926557,0.05143497191,0.02628701127,2.933359931,0,-0.009053461057,1.95666869,False,21,0.2250627544,0.1370239002,0.02684777573,0.01634560525,8.382919938,0,0.1351274128,1.642507286,True
probe/ve_gate_std,probe/ve_gate_std,none,periodic,post_update,uniformly different,1.373663213,uniformly different,0.3892276969,warmup-dominated,3.930684027,False,False,4,0.1071143654,0.2106722262,0.02828908401,0.05563888917,3.786420422,0.5,-0.1572053582,0.5084408484,True,21,0.111530336,0.1533652675,0.01684882864,0.02316880953,6.619471206,1,0.1533652675,0.7272203011,True,4,0.04247137389,0.08353257616,0.02828908401,0.05563888917,1.501334362,0.5,0.08353257616,0.5084408484,False,21,0.1560695338,0.2146110794,0.01684882864,0.02316880953,9.262930801,1,0.2146110794,0.7272203011,True,4,0.1224009996,0.2407379344,0.02828908401,0.05563888917,4.326792608,0,-0.2407379344,0.5084408484,True,21,0.04453919774,0.06124581185,0.01684882864,0.02316880953,2.643459595,0,-0.06124581185,0.7272203011,False
probe/x0_contribution_ratio,probe/x0_contribution_ratio,none,periodic,post_update,uniformly different,1.095636124,uniformly different,0.7738071915,not different,1.646382095,False,False,4,0.02818175417,0.4252158851,0.009959545757,0.1502730114,2.82962244,1,-0.4252158851,0.06627634375,False,21,0.02888824657,0.3880995485,0.008899931397,0.1195662516,3.245895421,1,-0.3880995485,0.07443514603,True,4,0.02283819275,0.3445904143,0.009959545757,0.1502730114,2.293095821,0.75,-0.3445904143,0.06627634375,False,21,0.03314732415,0.4453181853,0.008899931397,0.1195662516,3.724447153,1,-0.4453181853,0.07443514603,True,4,0.006243479395,0.09420373909,0.009959545757,0.1502730114,0.626883951,0,-0.08062547083,0.06627634375,False,21,0.004259077584,0.05721863678,0.008899931397,0.1195662516,0.4785517319,0,0.05721863678,0.07443514603,False
probe/x0_term_norm,probe/x0_term_norm,none,periodic,post_update,uniformly different,0.6407575066,uniformly different,1.388077944,uniformly different,0.2793217182,False,False,4,3816.732991,0.7689677151,2145.750561,0.4323102795,1.778740297,0.5,-0.6359802877,4963.450241,False,21,3695.888442,1.200091622,413.5399908,0.1342805352,8.937197187,1,1.200091622,3079.671898,True,4,4355.078821,0.8774297333,2145.750561,0.4323102795,2.029629585,0.5,-0.372373016,4963.450241,False,21,1946.717549,0.6321184897,413.5399908,0.1342805352,4.707446903,1,0.6321184897,3079.671898,True,4,1308.401577,0.2636072718,2145.750561,0.4323102795,0.6097640613,0,-0.2636072718,4963.450241,False,21,2906.41169,0.9437406926,413.5399908,0.1342805352,7.028127279,0,0.5679731319,3079.671898,True
scalars/backout_lambda,scalars/backout_lambda,none,continuous,post_update,uniformly different,0.6195708605,uniformly different,0.9112919484,uniformly different,1.126277398,False,False,401,0.05681969024,0.08371882055,0.05361841244,0.07900201902,1.059704823,0.2344139651,0.05440857267,0.678696736,False,2119,0.06149039583,0.1351238831,0.0195748053,0.04301523299,3.141303063,0.9740443605,-0.1351085591,0.4550668202,True,401,0.2498594373,0.3681459244,0.05361841244,0.07900201902,4.659955898,0.8927680798,-0.05051902539,0.678696736,True,2119,0.1838389942,0.4039824176,0.0195748053,0.04301523299,9.391612913,1,-0.4039824176,0.4550668202,True,401,0.2055273909,0.3028265497,0.05361841244,0.07900201902,3.8331495,0,0.1049275981,0.678696736,True,2119,0.1223555718,0.2688738584,0.0195748053,0.04301523299,6.250666096,0,0.2688738584,0.4550668202,True
scalars/smear_lambda,scalars/smear_lambda,none,continuous,post_update,not different,0.801956639,warmup-dominated,2.361507861,uniformly different,1.735902209,True,False,401,0.02589075737,0.05553222978,0.01587259063,0.03404459504,1.631161414,0.650872818,0.04979201686,0.4662293856,False,2119,0.01926525887,0.06924592563,0.01698236177,0.06104041309,1.134427539,0.3747050496,0.05620125546,0.278215053,False,401,0.09171753297,0.1967219051,0.01587259063,0.03404459504,5.778359382,0.9625935162,-0.1198305559,0.4662293856,True,2119,0.0231762918,0.08330351483,0.01698236177,0.06104041309,1.364727246,0.4978763568,-0.07972767825,0.278215053,False,401,0.1116542495,0.2394835094,0.01587259063,0.03404459504,7.03440617,0,0.1696225728,0.4662293856,True,2119,0.0383822988,0.1379591017,0.01698236177,0.06104041309,2.260127262,0,0.1359289337,0.278215053,False
sketch/grad_cosine_prev,sketch/grad_cosine_prev,none,periodic,pre_update,not estimable,,not different,4.529126522,not estimable,,False,False,1,0.2910859262,1.875818553,0.3306981547,2.131088033,0.8802163607,0,1.875818553,0.1551780826,False,21,0.1978373999,1.885998389,0.1830646501,1.745168686,1.0806969,0.2857142857,0.4128150592,0.1048979687,False,2,0.5760259178,7.273499237,0.2782408196,3.513356478,2.070242312,1,7.273499237,0.07919515751,False,21,0.1684597,1.605938629,0.1830646501,1.745168686,0.9202197137,0.2857142857,-0.2491190759,0.1048979687,False,1,0.4984299035,3.211986482,0.3306981547,2.131088033,1.507204973,0,-3.211986482,0.1551780826,False,21,0.304569736,2.903485548,0.1830646501,1.745168686,1.663727736,0,0.661934135,0.1048979687,False
sketch/grad_sq_norm,sketch/grad_sq_norm,none,periodic,pre_update,not different,0.8703213779,uniformly different,0.9523343876,not different,1.043980577,False,False,4,4.891987394e-05,0.4496151723,3.596638986e-05,0.3305616567,1.360155248,0.5,-0.4496151723,0.0001088038771,False,21,4.451719941e-05,0.5166082136,1.540513729e-05,0.1787718131,2.889763238,0.7619047619,-0.4571487308,8.617207052e-05,False,4,7.065257211e-05,0.6493571186,3.596638986e-05,0.3305616567,1.964405446,0.75,-0.4503903457,0.0001088038771,False,21,5.87571426e-05,0.6818583126,1.540513729e-05,0.1787718131,3.814126515,1,-0.6818583126,8.617207052e-05,True,4,2.765531528e-05,0.2541758255,3.596638986e-05,0.3305616567,0.7689210783,0,0.0007751734075,0.0001088038771,False,21,2.098013855e-05,0.2434679639,1.540513729e-05,0.1787718131,1.361892346,0,0.2247095818,8.617207052e-05,False
sketch/probe_grad_cosine_prev,sketch/probe_grad_cosine_prev,none,sparse,pre_update,not estimable,,warmup-dominated,5.168086102,not estimable,,True,False,9,0.08875894203,0.117150009,0.03202444576,0.04226801292,2.77159963,0.7777777778,-0.03004933565,0.7576520292,False,0,,,,,,,,,False,7,0.2528331323,0.3985973017,0.03221808383,0.050792557,7.847553367,1,-0.008717814435,0.6343071848,True,14,0.06009787057,0.07712667587,0.01826516888,0.02344062688,3.2902992,0.7142857143,0.07401028294,0.7792099152,True,4,0.2170398977,0.2620932837,0.03148776086,0.03802402567,6.892833652,0,0.2620932837,0.8281017147,True,0,,,,,,,,,False
sketch/probe_grad_sq_norm,sketch/probe_grad_sq_norm,none,sparse,pre_update,not estimable,,uniformly different,1.511320489,not estimable,,False,False,10,0.0002400860136,0.2891162111,0.0001835197241,0.2209979936,1.308230027,0.2,-0.2044335062,0.0008304135306,False,0,,,,,,,,,False,8,0.001778821073,0.8180446235,0.0003346280014,0.1538887984,5.315816564,0.875,-0.1352562033,0.002174479267,True,14,0.002612940318,0.5412780607,0.000559305751,0.1158617861,4.671756573,1,-0.5412780607,0.004827353089,True,5,0.0001285200924,3.335894551,2.340608679e-05,0.6075333121,5.490883354,0,-0.2172916585,3.852642534e-05,True,0,,,,,,,,,False
step/dt_excl_serialized_telemetry,step/dt_excl_serialized_telemetry,none,continuous,post_update,uniformly different,0.9985389167,uniformly different,1.013438743,warmup-dominated,5.882836714,False,False,401,0.8296716995,0.8236292692,0.005421237562,0.005381755138,153.0410151,1,0.8236292692,1.007336347,True,2119,0.806241151,0.8248344211,0.004112135446,0.00420696817,196.0638606,1,0.8248344211,0.9774581788,True,401,0.8411109214,0.8349851802,0.005421237562,0.005381755138,155.1510908,1,0.7822774477,1.007336347,True,2119,0.805340332,0.8239128276,0.004112135446,0.00420696817,195.8447971,1,0.8239128276,0.9774581788,True,401,0.04620798037,0.04587145148,0.005421237562,0.005381755138,8.523511438,0,0.0413518215,1.007336347,True,2119,0.0076217355,0.007797505474,0.004112135446,0.00420696817,1.853473846,0,0.0009215934431,0.9774581788,False
step/loader_call_elapsed,step/loader_call_elapsed,none,continuous,post_update,uniformly different,1.014096141,uniformly different,1.005819225,not different,1.735208488,False,False,401,0.598636436,0.6861196562,0.03432078751,0.0393363409,17.44238636,1,0.6861196562,0.8724956801,True,2119,0.5877783738,0.6765824548,0.03761208217,0.04329467707,15.62738194,1,0.6765824548,0.8687461073,True,401,0.5926195558,0.6792234843,0.03432078751,0.0393363409,17.26707337,1,0.6792234843,0.8724956801,True,2119,0.5866588583,0.6752937981,0.03761208217,0.04329467707,15.59761716,1,0.6752937981,0.8687461073,True,401,0.01170737158,0.01341825736,0.03432078751,0.0393363409,0.3411160533,0,0.00689617185,0.8724956801,False,2119,0.006717958636,0.007732936677,0.03761208217,0.04329467707,0.1786117186,0,0.001288656718,0.8687461073,False
step/observed_dt,step/observed_dt,none,continuous,post_update,uniformly different,1.010164467,uniformly different,1.045867906,warmup-dominated,3.501164177,False,False,401,0.9903141578,0.8569098434,0.02515283631,0.02176452073,39.37186828,1,0.8068546886,1.155680689,True,2119,0.8696115826,0.8482874532,0.01104688183,0.01077599637,78.72009458,0.9995280793,0.7841231405,1.025137858,True,401,0.9719550137,0.8410238428,0.02515283631,0.02176452073,38.64196474,1,0.6452730948,1.155680689,True,2119,0.8243539896,0.8041396416,0.01104688183,0.01077599637,74.62322873,0.9985842378,0.7774602882,1.025137858,True,401,0.349965493,0.3028219616,0.02515283631,0.02176452073,13.91355984,0,0.1615815938,1.155680689,True,2119,0.08866600972,0.08649179136,0.01104688183,0.01077599637,8.026338208,0,0.006662852275,1.025137858,True
step/skipped,step/skipped,none,continuous,post_update,not different,1,not different,1,not different,1,False,False,401,0,,0,,0,0,,0,False,2119,0,,0,,0,0,,0,False,401,0,,0,,0,0,,0,False,2119,0,,0,,0,0,,0,False,401,0,,0,,0,0,,0,False,2119,0,,0,,0,0,,0,False
update/actual [native],update/actual,native,sparse,post_update,not estimable,,not different,0.8644669922,not estimable,,False,False,10,0.05322198868,0.4843150821,0.03227722193,0.2937196782,1.648902399,0.8,-0.4393786044,0.1098912477,False,0,,,,,,,,,False,5,0.08753790855,1.5923336,0.02971021097,0.5404352009,2.946391348,0.6,-0.5929971437,0.05497460365,False,17,0.0216827042,1.841983112,0.02329799096,1.979204508,0.9306684098,0.4705882353,0.7219378379,0.01177139142,False,2,0.1247529984,2.421924757,0.0008815544789,0.017114287,141.5147916,0,2.421924757,0.05150985718,True,0,,,,,,,,,False
update/actual [shadow_fp32],update/actual,shadow_fp32,sparse,post_update,not estimable,,uniformly different,0.8957485449,not estimable,,False,False,10,0.05355837345,0.4838901528,0.03163852535,0.2858483161,1.692821421,0.8,-0.4384944526,0.1106829166,False,0,,,,,,,,,False,5,0.08984766006,1.635514578,0.02964892436,0.5397051853,3.030385149,0.6,-0.6432371391,0.05493540764,True,17,0.02115829552,1.825863506,0.02305521678,1.989559078,0.9177226881,0.4705882353,0.752801904,0.01158810363,False,2,0.1298618317,2.508681915,0.0008864975274,0.01712543467,146.4886564,0,2.508681915,0.05176496506,True,0,,,,,,,,,False
update/direction_norm [native],update/direction_norm,native,sparse,post_update,not estimable,,uniformly different,1.446063396,not estimable,,False,False,10,24.23713548,0.06281890327,9.339058887,0.02420539495,2.595243886,0.9,0.05579259024,385.8255114,False,0,,,,,,,,,False,5,86.6950467,0.15538433,12.76726635,0.02288288897,6.790415764,0.8,-0.04975139132,557.9394441,True,17,50.24049958,0.1074533319,3.053641977,0.006531065723,16.45264899,1,0.1074533319,467.5564611,True,2,45.56013044,1.074900248,0.02450431566,0.000578130368,1859.269651,0,-1.074900248,42.38544976,True,0,,,,,,,,,False
update/direction_norm [shadow_fp32],update/direction_norm,shadow_fp32,sparse,post_update,not estimable,,uniformly different,1.446063396,not estimable,,False,False,10,24.23713548,0.06281890327,9.339058887,0.02420539495,2.595243886,0.9,0.05579259024,385.8255114,False,0,,,,,,,,,False,5,86.6950467,0.15538433,12.76726635,0.02288288897,6.790415764,0.8,-0.04975139132,557.9394441,True,17,50.24049958,0.1074533319,3.053641977,0.006531065723,16.45264899,1,0.1074533319,467.5564611,True,2,45.56013044,1.074900248,0.02450431566,0.000578130368,1859.269651,0,-1.074900248,42.38544976,True,0,,,,,,,,,False
